StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent,Current_task,Graph
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212522848,20170609_142522848,837892,845015,1364,331,1416,320,-1,-1,491.8689,476.5787,0.4681992,0.493931,0.3381368,0.4834858,0,0,1390,326,,1390,326,,0,,,,1144,1368,316,837892,224,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212523080,20170609_142523080,838124,845249,1343,296,-1,-1,-1,-1,494.1136,-1,0.4692051,0.4938607,-1,-1,0,4,1343,296,,1343,296,,0,,,,1145,1379,294,838124,293,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212523381,20170609_142523381,838425,845548,1338,288,-1,-1,-1,-1,493.8694,-1,0.4695828,0.4939656,-1,-1,0,4,1338,288,,1338,288,,0,,,,1146,1346,289,838425,183,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212524022,20170609_142524022,839066,846190,-1,-1,563,614,-1,-1,-1,493.1949,-1,-1,0.3448825,0.4849831,4,0,563,614,,563,614,,0,,,,1147,545,597,839066,151,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212526081,20170609_142526081,841126,848248,633,809,707,885,-1,-1,488.3849,473.8033,0.4735882,0.4978134,0.3455828,0.4876461,0,0,670,847,,670,847,,0,,,,1148,665,868,841126,109,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212526247,20170609_142526247,841292,848415,-1,-1,680,894,-1,-1,-1,497.2369,-1,-1,0.3437267,0.4871916,4,0,680,894,,680,894,,0,,,,1149,677,900,841292,119,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212526582,20170609_142526582,841627,848748,782,886,833,924,-1,-1,512.0399,502.646,0.4707729,0.4988496,0.3390411,0.4885961,0,0,808,905,,808,905,,0,,,,1150,840,904,841627,107,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212526880,20170609_142526880,841925,849048,797,895,845,918,-1,-1,510.9135,501.9438,0.4720075,0.499358,0.3400537,0.4890232,0,0,821,906,,821,906,,0,,,,1151,832,912,841925,167,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212527114,20170609_142527114,842159,849282,811,893,850,934,3.337448,3.209152,513.6137,501.791,0.469921,0.4993653,0.3375272,0.4886648,0,0,830,914,,830,914,,0,,,,1152,824,909,842159,313,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212530105,20170609_142530105,845150,852273,1349,305,-1,-1,-1,-1,499.0026,-1,0.4649897,0.4972409,-1,-1,0,4,1349,305,,1349,305,,0,,,,1154,1367,309,845150,160,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212530490,20170609_142530490,845535,852656,1366,312,-1,-1,3.021057,-1,495.2162,-1,0.4654845,0.4968546,-1,-1,0,4,1366,312,,1366,312,,0,,,,1155,1390,314,845535,223,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212531521,20170609_142531521,846566,853689,-1,-1,1403,220,-1,-1,-1,501.4326,-1,-1,0.3354783,0.4860194,4,0,1403,220,,1403,220,,0,,,,1156,1397,227,846566,150,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212531804,20170609_142531804,846849,853973,1341,337,-1,-1,-1,-1,497.373,-1,0.4661116,0.4967428,-1,-1,0,4,1341,337,,1341,337,,0,,,,1157,1370,312,846849,109,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212532071,20170609_142532071,847116,854239,-1,-1,1402,326,-1,-1,-1,485.5361,-1,-1,0.3354166,0.4861652,4,0,1402,326,,1402,326,,0,,,,1158,1375,321,847116,200,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212533321,20170609_142533321,848366,855489,-1,-1,1432,271,-1,-1,-1,499.9034,-1,-1,0.334849,0.4865666,4,0,1432,271,,1432,271,,0,,,,1159,1408,283,848366,100,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212533888,20170609_142533888,848933,856056,829,898,885,913,3.504379,3.394592,513.0623,501.7107,0.4702688,0.5000401,0.3393156,0.4891151,0,0,857,906,,857,906,,0,,,,1160,864,914,848933,267,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212536204,20170609_142536204,851248,858372,1341,343,-1,-1,-1,-1,497.5463,-1,0.4668232,0.4971496,-1,-1,0,4,1341,343,,1341,343,,0,,,,1161,1341,334,851248,142,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212536496,20170609_142536496,851540,858664,1338,321,1414,302,-1,-1,497.5496,484.4644,0.4637699,0.4949597,0.3329138,0.4850574,0,0,1376,312,,1376,312,,0,,,,1162,1359,301,851540,175,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212536696,20170609_142536696,851740,858864,1323,302,1398,302,-1,-1,495.2289,479.9986,0.4633791,0.4950325,0.3329633,0.4853578,0,0,1360,302,,1360,302,,0,,,,1163,1344,313,851740,159,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212536996,20170609_142536996,852040,859164,-1,-1,571,620,-1,-1,-1,493.8509,-1,-1,0.3394024,0.4864808,4,0,571,620,,571,620,,0,,,,1164,548,615,852040,375,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212539079,20170609_142539079,854123,861247,1359,289,-1,-1,-1,-1,501.4696,-1,0.4605722,0.4955105,-1,-1,0,4,1359,289,,1359,289,,0,,,,1165,1348,306,854123,164,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212539565,20170609_142539565,854609,861722,484,605,-1,-1,-1,-1,489.7363,-1,0.4678585,0.4969762,-1,-1,0,4,484,605,,-1,-1,,0,,,,1166,505,614,854602,170,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212540513,20170609_142540513,855557,862680,1280,340,-1,-1,3.501999,-1,499.0543,-1,0.458944,0.4955968,-1,-1,0,4,1280,340,,1280,340,,0,,,,1167,1301,338,855557,100,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212540646,20170609_142540646,855690,862814,-1,-1,1359,335,-1,-1,-1,488.8124,-1,-1,0.3280226,0.4864847,4,0,1359,335,,1359,335,,0,,,,1168,1349,323,855690,133,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212540849,20170609_142540849,855893,863014,1366,263,1411,282,-1,-1,498.2121,485.5119,0.4589242,0.4954713,0.3282733,0.4861929,0,0,1388,272,,1388,272,,0,,,,1169,1383,274,855893,274,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212541705,20170609_142541705,856750,863780,500,610,562,642,3.209747,3.279221,497.7872,503.1316,0.4672537,0.4973273,0.3353022,0.4879738,0,0,531,626,,-1,-1,,0,,,,1171,514,617,856750,124,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212543237,20170609_142543237,858282,865397,849,890,-1,-1,-1,-1,520.0189,-1,0.4608339,0.4985757,-1,-1,0,4,849,890,,954,882,,0,,,,1172,956,889,858280,203,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212543554,20170609_142543554,858599,865722,462,475,574,557,-1,-1,520.1304,496.1051,0.4633935,0.4966987,0.3335865,0.4885378,0,0,518,516,,518,516,,0,,,,1173,525,518,858599,100,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212544212,20170609_142544212,859257,866380,1363,347,-1,-1,3.402328,-1,499.898,-1,0.4588481,0.4961368,-1,-1,0,4,1363,347,,1363,347,,0,,,,1174,1366,328,859257,410,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212544729,20170609_142544729,859774,866897,590,528,648,555,-1,-1,495.5189,494.5034,0.4648173,0.4965512,0.3334517,0.4881929,0,0,619,542,,619,542,,0,,,,1175,623,538,859774,133,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212546178,20170609_142546178,861223,868347,841,907,878,913,-1,-1,519.1005,504.9589,0.4596952,0.4982117,0.328301,0.4901122,0,0,860,910,,860,910,,0,,,,1176,873,898,861223,159,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212546470,20170609_142546470,861515,868638,-1,-1,1438,447,-1,-1,-1,498.4309,-1,-1,0.3212301,0.4888117,4,0,1438,447,,1438,447,,0,,,,1177,1414,456,861515,100,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212546587,20170609_142546587,861632,868755,1346,369,1410,375,3.499161,3.354919,503.5819,490.0264,0.4533179,0.4960561,0.3229477,0.4890633,0,0,1378,372,,1378,372,,0,,,,1178,1394,354,861632,207,,,,,,,,,,CH8,BAR
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212549952,20170609_142549952,864997,872121,913,65,-1,-1,-1,-1,507.8442,-1,0.4538145,0.5023872,-1,-1,0,4,913,65,,913,65,,0,,,,1179,919,75,864997,200,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212552537,20170609_142552537,867581,874704,1312,178,1337,191,3.005722,3.03273,503.9789,492.908,0.45349,0.4842009,0.3261976,0.4757517,0,0,1324,184,,1324,184,,0,,,,1180,1302,190,867581,125,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212554128,20170609_142554128,869172,876296,239,567,336,600,-1,-1,496.8143,490.1738,0.4649974,0.4876997,0.3370817,0.4781117,0,0,288,584,,288,584,,0,,,,1181,274,591,869172,159,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212555611,20170609_142555611,870655,877779,177,554,222,616,3.307602,3.258667,511.4551,517.4001,0.4671919,0.4902794,0.338805,0.4786701,0,0,200,585,,200,585,,0,,,,1182,196,584,870655,100,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212555869,20170609_142555869,870913,878037,-1,-1,285,877,-1,-1,-1,493.3202,-1,-1,0.3412678,0.4794258,4,0,285,877,,285,877,,0,,,,1183,263,862,870913,151,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212558143,20170609_142558143,873187,880312,1260,273,-1,-1,-1,-1,484.5412,-1,0.4621778,0.4908887,-1,-1,0,4,1260,273,,1260,273,,0,,,,1184,1267,246,873187,108,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212600268,20170609_142600268,875313,882437,-1,-1,296,600,-1,-1,-1,497.6591,-1,-1,0.3404527,0.4813904,4,0,296,600,,296,600,,0,,,,1185,288,609,875313,172,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212600518,20170609_142600518,875563,882687,-1,-1,426,671,-1,-1,-1,493.3732,-1,-1,0.3402311,0.4814242,4,0,426,671,,426,671,,0,,,,1186,397,649,875563,167,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212600696,20170609_142600696,875741,882862,-1,-1,426,666,-1,-1,-1,497.0484,-1,-1,0.3403924,0.4814716,4,0,426,666,,426,666,,0,,,,1187,412,652,875741,148,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212600910,20170609_142600910,875955,883079,-1,-1,669,742,-1,3.271622,-1,500.4531,-1,-1,0.338511,0.4818891,4,0,669,742,,669,742,,0,,,,1188,659,736,875955,217,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212601894,20170609_142601894,876939,884062,-1,-1,293,618,-1,-1,-1,494.1284,-1,-1,0.338706,0.4817626,4,0,293,618,,293,618,,0,,,,1189,273,611,876939,120,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212602166,20170609_142602166,877211,884329,237,596,283,606,3.225037,3.221909,484.692,492.5062,0.4684252,0.4937284,0.33936,0.4816385,0,0,260,601,,260,601,,0,,,,1190,255,596,877211,300,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212602618,20170609_142602618,877663,884787,-1,-1,185,538,-1,-1,-1,486.5446,-1,-1,0.3405631,0.4816999,4,0,185,538,,185,538,,0,,,,1191,169,530,877663,117,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212602752,20170609_142602752,877797,884920,125,473,166,481,-1,-1,471.9333,481.9416,0.4705139,0.4928323,0.3416438,0.4814103,0,0,146,477,,146,477,,0,,,,1192,149,460,877797,258,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212603101,20170609_142603101,878146,885270,110,507,151,481,-1,-1,467.2556,483.3804,0.4714406,0.493201,0.3416366,0.4815552,0,0,130,494,,130,494,,0,,,,1193,139,486,878146,138,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212603461,20170609_142603461,878506,885628,788,910,812,906,3.154022,3.130951,479.946,490.1727,0.4657045,0.4950871,0.337691,0.4830623,0,0,800,908,,800,908,,0,,,,1194,821,895,878506,157,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212604092,20170609_142604092,879137,886262,-1,-1,289,650,-1,-1,-1,483.9995,-1,-1,0.3411603,0.4821418,4,0,289,650,,289,650,,0,,,,1195,279,630,879137,434,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212604735,20170609_142604735,879780,886903,-1,-1,120,478,-1,2.945084,-1,488.7348,-1,-1,0.3400839,0.4819348,4,0,120,478,,120,478,,0,,,,1196,131,483,879780,176,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212604960,20170609_142604960,880005,887128,221,817,243,831,2.885132,2.92775,473.3916,487.291,0.4683509,0.4949372,0.3395023,0.4832003,0,0,232,824,,232,824,,0,,,,1197,227,833,880005,125,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212605225,20170609_142605225,880270,887395,163,814,-1,-1,-1,-1,483.8534,-1,0.4688933,0.4952312,-1,-1,0,4,163,814,,163,814,,0,,,,1198,170,850,880270,101,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212605351,20170609_142605351,880396,887520,228,823,309,878,-1,-1,483.4318,487.779,0.4691362,0.4949856,0.3396518,0.4835192,0,0,268,850,,268,850,,0,,,,1199,268,861,880396,141,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212606226,20170609_142606226,881271,888395,86,453,106,470,-1,-1,484.9849,495.4537,0.4709828,0.4938563,0.3411548,0.4819698,0,0,96,462,,96,462,,0,,,,1200,100,444,881271,758,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212607375,20170609_142607375,882420,889545,-1,-1,148,501,-1,-1,-1,482.6295,-1,-1,0.3425156,0.4820875,4,0,148,501,,148,501,,0,,,,1201,140,514,882420,226,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212607635,20170609_142607635,882680,889803,222,591,229,583,3.017746,3.062576,466.819,481.6203,0.471864,0.4944901,0.341807,0.4819848,0,0,226,587,,226,587,,0,,,,1202,238,597,882680,199,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212607857,20170609_142607857,882902,890020,260,624,267,634,-1,-1,469.98,484.4124,0.4714752,0.4942004,0.3411255,0.4824054,0,0,264,629,,264,629,,0,,,,1203,256,613,882902,153,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212608034,20170609_142608034,883079,890203,109,450,174,485,3.33078,3.243408,477.7192,491.096,0.4692115,0.4945208,0.3403993,0.4817844,0,0,142,468,,142,468,,0,,,,1204,140,461,883079,125,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212608334,20170609_142608334,883379,890503,328,761,362,781,3.330765,3.362335,485.8387,502.3471,0.4667507,0.4948552,0.3381033,0.4831138,0,0,345,771,,345,771,,0,,,,1205,331,791,883379,140,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212609009,20170609_142609009,884054,891178,744,893,804,905,3.522369,3.331741,517.6166,507.8864,0.4628578,0.4959836,0.3341741,0.4839962,0,0,774,899,,774,899,,0,,,,1206,782,905,884054,110,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212609267,20170609_142609267,884312,891436,-1,-1,835,900,-1,-1,-1,508.4887,-1,-1,0.3336256,0.4838546,4,0,835,900,,835,900,,0,,,,1207,823,894,884312,117,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212609641,20170609_142609641,884685,891795,251,761,289,788,-1,-1,503.9231,504.7933,0.4681077,0.4952571,0.3386321,0.4838287,0,0,270,774,,244,800,,0,,,,1208,243,787,884669,108,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212609935,20170609_142609935,884979,892103,219,585,262,625,3.026215,3.001816,491.1858,496.5644,0.4682733,0.4942005,0.3394083,0.4820361,0,0,240,605,,240,605,,0,,,,1209,245,613,884979,122,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212610720,20170609_142610720,885764,892886,-1,-1,409,841,-1,-1,-1,497.989,-1,-1,0.3378379,0.4832056,4,0,409,841,,409,841,,0,,,,1210,393,839,885764,174,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212611143,20170609_142611143,886187,893311,-1,-1,465,672,-1,-1,-1,498.3855,-1,-1,0.3358312,0.4823716,4,0,465,672,,465,672,,0,,,,1211,463,654,886187,137,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212611553,20170609_142611553,886597,893719,551,639,601,696,-1,-1,503.4929,502.1275,0.465021,0.4940889,0.3350471,0.482689,0,0,576,668,,576,668,,0,,,,1212,576,664,886597,107,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212612068,20170609_142612068,887112,894236,-1,-1,805,602,-1,-1,-1,507.1499,-1,-1,0.3339413,0.4820962,4,0,805,602,,805,602,,0,,,,1213,788,606,887112,133,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212612512,20170609_142612512,887556,894678,918,911,-1,-1,3.227554,-1,528.0375,-1,0.4593645,0.4958238,-1,-1,0,4,918,911,,918,911,,0,,,,1214,929,924,887556,122,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212612726,20170609_142612726,887770,894894,815,910,832,911,-1,-1,520.5031,509.1019,0.4624168,0.4958274,0.3333866,0.4841998,0,0,824,910,,824,910,,0,,,,1215,824,904,887770,159,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212612910,20170609_142612910,887954,895078,944,952,-1,-1,3.181671,-1,521.0887,-1,0.4620086,0.4963206,-1,-1,0,4,944,952,,944,952,,0,,,,1216,946,947,887954,143,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212613634,20170609_142613634,888678,895803,973,910,1039,862,3.089096,3.049866,499.1286,489.8539,0.4590534,0.4955875,0.3316306,0.483868,0,0,1006,886,,1006,886,,0,,,,1217,974,924,888678,385,,,,,,,,,,DL5,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212618655,20170609_142618655,893700,900824,1042,746,1111,746,3.129379,3.212372,504.8688,504.9556,0.4569647,0.4936228,0.3269894,0.4841265,0,0,1076,746,,1076,746,,0,,,,1218,1073,745,893700,108,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212619130,20170609_142619130,894175,901299,1120,771,1184,797,3.329773,3.239777,525.0153,498.9905,0.4546934,0.4943433,0.3257875,0.4847068,0,0,1152,784,,1152,784,,0,,,,1219,1157,779,894175,100,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212620102,20170609_142620102,895147,902265,270,592,324,659,-1,-1,508.5756,501.0644,0.4677446,0.495394,0.3376554,0.4851442,0,0,297,626,,297,626,,0,,,,1220,298,638,895147,127,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212620271,20170609_142620271,895316,902440,221,643,250,678,-1,-1,492.2855,489.934,0.4703159,0.4957879,0.339885,0.4853149,0,0,236,660,,236,660,,0,,,,1221,224,673,895316,134,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212620487,20170609_142620487,895532,902657,-1,-1,237,710,-1,-1,-1,482.6057,-1,-1,0.3405098,0.4850812,4,0,237,710,,237,710,,0,,,,1222,214,693,895532,142,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212621183,20170609_142621183,896228,903348,999,800,1044,839,2.81546,2.744675,520.3229,498.2553,0.463336,0.4969153,0.3340062,0.4856163,0,0,1022,820,,1022,820,,0,,,,1223,1035,839,896228,279,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212621687,20170609_142621687,896732,903857,-1,-1,1232,858,-1,-1,-1,501.8595,-1,-1,0.3294893,0.4861888,4,0,1232,858,,1232,858,,0,,,,1224,1238,881,896732,250,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212621954,20170609_142621954,896999,904123,1167,819,-1,-1,2.863693,-1,516.2715,-1,0.459693,0.4964991,-1,-1,0,4,1167,819,,1167,819,,0,,,,1225,1175,817,896999,134,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212622220,20170609_142622220,897265,904390,1142,791,-1,-1,-1,-1,517.5603,-1,0.4588298,0.4963473,-1,-1,0,4,1142,791,,1142,791,,0,,,,1226,1169,816,897265,134,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212622846,20170609_142622846,897891,905015,1039,700,1090,698,-1,-1,507.8707,487.5848,0.4584312,0.4956343,0.3278726,0.4861477,0,0,1064,699,,1064,699,,0,,,,1227,1064,691,897891,108,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212623104,20170609_142623104,898149,905273,1205,904,1227,875,2.83287,2.760742,515.2424,496.2286,0.4573665,0.4972897,0.3275544,0.4870257,0,0,1216,890,,1216,890,,0,,,,1228,1214,901,898149,266,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212623646,20170609_142623646,898691,905815,143,818,191,868,-1,-1,491.9689,487.6659,0.4709513,0.4976428,0.3397498,0.4874809,0,0,167,843,,167,843,,0,,,,1229,164,853,898691,120,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212623961,20170609_142623961,899006,906132,-1,-1,161,697,-1,-1,-1,475.5203,-1,-1,0.3401697,0.4864462,4,0,161,697,,161,697,,0,,,,1230,177,715,899006,193,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212624161,20170609_142624161,899206,906332,-1,-1,143,718,-1,-1,-1,470.6743,-1,-1,0.3394432,0.4864713,4,0,143,718,,143,718,,0,,,,1231,157,710,899206,109,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212624786,20170609_142624786,899831,906956,-1,-1,262,716,-1,-1,-1,479.6121,-1,-1,0.3373678,0.4860769,4,0,262,716,,262,716,,0,,,,1232,247,695,899831,143,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212625511,20170609_142625511,900556,907681,795,639,-1,-1,-1,-1,505.6205,-1,0.4626345,0.4961362,-1,-1,0,4,795,639,,795,639,,0,,,,1233,837,645,900556,142,,,,,,,,,,CL15,LINE
1. Visualization Study 99min,20180125,,,,visualizationstudy,TestImage,ET,20170609_212626433,20170609_142626433,901478,908598,310,622,335,659,2.747665,2.780136,504.4004,503.3209,0.4657972,0.4962184,0.3343887,0.4857278,0,0,322,640,,322,640,,0,,,,1234,333,660,901478,121,,,,,,,,,,CL15,LINE
