,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
134213,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213007222,20170609_143007222,1122267,1129396,557,891,589,923,-1,-1,527.5457,517.6471,0.46837,0.5261761,0.3412222,0.5135122,0,0,573,907,,573,907,,0,,,,1548,573,909,1122267,191,,,,,,,,,
134272,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213007713,20170609_143007713,1122758,1129888,-1,-1,531,898,-1,-1,-1,514.8659,-1,-1,0.3403401,0.513236,4,0,531,898,,531,898,,0,,,,1549,556,893,1122758,150,,,,,,,,,
134295,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213007905,20170609_143007905,1122950,1130079,-1,-1,502,884,-1,3.082993,-1,516.5272,-1,-1,0.3404815,0.5136231,4,0,502,884,,502,884,,0,,,,1550,548,897,1122950,192,,,,,,,,,
134343,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213008307,20170609_143008307,1123352,1130479,949,428,984,418,3.205063,2.941971,531.253,520.0954,0.4633891,0.5241179,0.3358678,0.5112963,0,0,966,423,,966,423,,0,,,,1551,971,415,1123352,157,,,,,,,,,
134384,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213008647,20170609_143008647,1123692,1130821,924,368,-1,-1,-1,-1,530.3345,-1,0.462148,0.5229388,-1,-1,0,4,924,368,,924,368,,0,,,,1552,910,394,1123692,158,,,,,,,,,
134444,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213009146,20170609_143009146,1124191,1131321,902,432,-1,-1,-1,-1,531.8056,-1,0.4616783,0.5226444,-1,-1,0,4,902,432,,902,432,,0,,,,1553,903,438,1124191,284,,,,,,,,,
134484,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213009486,20170609_143009486,1124531,1131654,-1,-1,1058,425,-1,3.089767,-1,525.0161,-1,-1,0.3336165,0.5114999,4,0,1058,425,,1058,425,,0,,,,1554,1064,430,1124531,113,,,,,,,,,
134499,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213009605,20170609_143009605,1124650,1131779,1129,429,1166,454,3.100235,3.066956,533.2275,524.4257,0.4601188,0.5231928,0.3328524,0.5115884,0,0,1148,442,,1148,442,,0,,,,1555,1178,434,1124650,333,,,,,,,,,
134590,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213010364,20170609_143010364,1125409,1132537,-1,-1,932,479,-1,-1,-1,504.745,-1,-1,0.3370536,0.5114084,4,0,932,479,,932,479,,0,,,,1556,913,467,1125409,167,,,,,,,,,
134757,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213011760,20170609_143011760,1126805,1133929,921,854,963,882,3.047958,3.045364,518.9738,506.7964,0.4622168,0.5248507,0.3372244,0.5126898,0,0,942,868,,942,868,,0,,,,1557,940,854,1126805,153,,,,,,,,,
134792,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213012047,20170609_143012047,1127092,1134221,955,415,-1,-1,-1,-1,529.5026,-1,0.4625644,0.5226071,-1,-1,0,4,955,415,,955,415,,0,,,,1558,964,429,1127092,149,,,,,,,,,
134906,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213012996,20170609_143012996,1128041,1135171,1153,467,-1,-1,-1,-1,524.7862,-1,0.4614859,0.525597,-1,-1,0,4,1153,467,,1153,467,,0,,,,1559,1158,478,1128041,116,,,,,,,,,
134989,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213013708,20170609_143013708,1128753,1135862,971,936,992,961,-1,-1,536.2766,522.9072,0.4540105,0.5326331,0.329156,0.5211387,0,0,982,948,,982,948,,0,,,,1560,978,956,1128752,189,,,,,,,,,
135384,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213017068,20170609_143017068,1132112,1139242,1107,55,-1,-1,-1,-1,522.4021,-1,0.4585672,0.5313542,-1,-1,0,4,1107,55,,1107,55,,0,,,,1561,1108,59,1132112,225,,,,,,,,,
135412,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213017302,20170609_143017302,1132346,1139475,1209,27,-1,-1,3.38353,-1,522.6696,-1,0.458613,0.5317414,-1,-1,0,4,1209,27,,1209,27,,0,,,,1562,1219,46,1132346,124,,,,,,,,,
135436,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213017501,20170609_143017501,1132545,1139675,1115,231,-1,-1,3.297348,-1,520.9244,-1,0.4594451,0.5324032,-1,-1,0,4,1115,231,,1115,231,,0,,,,1563,1097,249,1132545,176,,,,,,,,,
135566,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213018585,20170609_143018585,1133629,1140758,-1,-1,835,833,-1,-1,-1,534.2678,-1,-1,0.3397131,0.5232608,4,0,835,833,,835,833,,0,,,,1564,842,819,1133629,116,,,,,,,,,
135633,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213019143,20170609_143019143,1134187,1141317,797,599,886,601,-1,-1,538.7922,532.9199,0.4627001,0.5344129,0.3388772,0.5228241,0,0,842,600,,842,600,,0,,,,1565,829,596,1134187,150,,,,,,,,,
135697,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213019676,20170609_143019676,1134720,1141850,-1,-1,563,183,-1,2.853973,-1,509.5672,-1,-1,0.3430957,0.5214114,4,0,563,183,,563,183,,0,,,,1566,558,188,1134720,133,,,,,,,,,
135714,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213019818,20170609_143019818,1134862,1141992,-1,-1,519,190,-1,-1,-1,509.8633,-1,-1,0.3435859,0.5215766,4,0,519,190,,519,190,,0,,,,1567,527,196,1134862,150,,,,,,,,,
135733,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213019984,20170609_143019984,1135028,1142150,-1,-1,495,195,-1,2.874405,-1,508.7659,-1,-1,0.3444334,0.5214548,4,0,495,195,,495,195,,0,,,,1568,487,198,1135028,159,,,,,,,,,
135876,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213021168,20170609_143021168,1136212,1143342,834,275,-1,-1,-1,-1,531.6776,-1,0.464248,0.533287,-1,-1,0,4,834,275,,834,275,,0,,,,1569,836,287,1136212,149,,,,,,,,,
135919,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213021526,20170609_143021526,1136571,1143700,836,586,911,553,2.920105,2.848846,538.5781,529.4727,0.46347,0.5345457,0.3390731,0.5219828,0,0,874,570,,874,570,,0,,,,1570,877,564,1136571,141,,,,,,,,,
135958,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213021851,20170609_143021851,1136896,1144025,-1,-1,1042,508,-1,2.929184,-1,526.9683,-1,-1,0.3390858,0.5216514,4,0,1042,508,,1042,508,,0,,,,1571,1052,484,1136896,150,,,,,,,,,
135986,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213022084,20170609_143022084,1137129,1144258,-1,-1,1167,411,-1,-1,-1,527.8568,-1,-1,0.337586,0.5214214,4,0,1167,411,,1167,411,,0,,,,1572,1168,402,1137129,222,,,,,,,,,
136021,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213022377,20170609_143022377,1137422,1144550,993,846,1020,884,2.891693,2.799118,539.3536,529.0315,0.4617753,0.5366398,0.3397619,0.5241011,0,0,1006,865,,1006,865,,0,,,,1573,994,879,1137422,124,,,,,,,,,
136046,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213022584,20170609_143022584,1137629,1144758,-1,-1,990,902,-1,-1,-1,531.1212,-1,-1,0.3390674,0.5240987,4,0,990,902,,990,902,,0,,,,1574,989,883,1137629,343,,,,,,,,,
136097,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213023010,20170609_143023010,1138055,1145183,-1,-1,972,903,-1,-1,-1,527.9935,-1,-1,0.3374941,0.5248986,4,0,972,903,,972,903,,0,,,,1575,968,889,1138055,107,,,,,,,,,
136135,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213023326,20170609_143023326,1138371,1145500,766,308,-1,-1,2.988205,-1,535.4399,-1,0.4649035,0.5351712,-1,-1,0,4,766,308,,766,308,,0,,,,1576,782,322,1138371,141,,,,,,,,,
136185,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213023743,20170609_143023743,1138788,1145916,841,838,856,816,-1,-1,536.7126,530.8163,0.4634521,0.5376374,0.3390468,0.5257811,0,0,848,827,,848,827,,0,,,,1577,838,834,1138788,185,,,,,,,,,
136210,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213023951,20170609_143023951,1138996,1146125,957,918,970,908,3.177948,3.184357,539.3352,532.4055,0.4618071,0.538147,0.3376035,0.5258791,0,0,964,913,,964,913,,0,,,,1578,965,903,1138996,143,,,,,,,,,
136377,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213025343,20170609_143025343,1140388,1147516,127,817,149,857,-1,-1,519.7852,520.4109,0.476554,0.5408936,0.3518406,0.5260109,0,0,138,837,,138,837,,0,,,,1579,122,840,1140388,349,,,,,,,,,
136426,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213025751,20170609_143025751,1140796,1147924,-1,-1,91,534,-1,3.215897,-1,507.8127,-1,-1,0.3577376,0.5244471,4,0,91,534,,91,534,,0,,,,1580,96,550,1140796,124,,,,,,,,,
136445,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213025909,20170609_143025909,1140954,1148083,-1,-1,144,544,-1,-1,-1,495.0525,-1,-1,0.3582034,0.5244697,4,0,144,544,,144,544,,0,,,,1581,134,564,1140954,137,,,,,,,,,
136463,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213026058,20170609_143026058,1141103,1148233,-1,-1,135,529,-1,-1,-1,493.1548,-1,-1,0.3581369,0.524115,4,0,135,529,,135,529,,0,,,,1582,137,547,1141103,242,,,,,,,,,
136494,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213026317,20170609_143026317,1141362,1148491,108,605,127,576,-1,-1,476.874,496.3446,0.4865192,0.5410888,0.3617046,0.523522,0,0,118,590,,118,590,,0,,,,1583,120,577,1141362,133,,,,,,,,,
136515,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213026494,20170609_143026494,1141539,1148666,114,605,130,562,-1,-1,477.9708,499.0625,0.4885819,0.5417063,0.3637103,0.5236102,0,0,122,584,,122,584,,0,,,,1584,121,579,1141539,206,,,,,,,,,
136541,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213026713,20170609_143026713,1141758,1148883,-1,-1,160,577,-1,-1,-1,489.9634,-1,-1,0.3639458,0.5238474,4,0,160,577,,160,577,,0,,,,1585,147,608,1141758,112,,,,,,,,,
136565,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213026909,20170609_143026909,1141954,1149083,-1,-1,133,557,-1,-1,-1,495.0753,-1,-1,0.3623275,0.5237802,4,0,133,557,,133,557,,0,,,,1586,144,574,1141954,176,,,,,,,,,
136776,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213028666,20170609_143028666,1143711,1150841,-1,-1,38,509,-1,-1,-1,532.5707,-1,-1,0.3537957,0.5255228,4,0,38,509,,38,509,,0,,,,1587,52,513,1143711,250,,,,,,,,,
136822,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213029050,20170609_143029050,1144095,1151224,-1,-1,120,550,-1,3.017715,-1,494.4592,-1,-1,0.3553297,0.5248277,4,0,120,550,,120,550,,0,,,,1588,137,554,1144095,375,,,,,,,,,
137066,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213031080,20170609_143031080,1146125,1153254,78,805,82,835,3.271896,3.259674,516.7625,522.1234,0.4761035,0.542277,0.3520345,0.5263283,0,0,80,820,,80,820,,0,,,,1589,78,834,1146125,119,,,,,,,,,
137132,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213031629,20170609_143031629,1146674,1153804,-1,-1,155,547,-1,2.897888,-1,487.2853,-1,-1,0.3536369,0.5243868,4,0,155,547,,155,547,,0,,,,1590,138,551,1146674,125,,,,,,,,,
137149,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213031772,20170609_143031772,1146816,1153945,78,513,132,531,-1,-1,494.194,497.5565,0.477474,0.5399098,0.3527171,0.5244478,0,0,105,522,,105,522,,0,,,,1591,113,524,1146816,133,,,,,,,,,
137193,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213032137,20170609_143032137,1147181,1154312,-1,-1,138,561,-1,-1,-1,495.6723,-1,-1,0.3524983,0.5249543,4,0,138,561,,138,561,,0,,,,1592,117,575,1147181,343,,,,,,,,,
137247,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213032588,20170609_143032588,1147632,1154762,-1,-1,144,560,-1,-1,-1,494.8904,-1,-1,0.3512861,0.5247927,4,0,144,560,,144,560,,0,,,,1593,143,583,1147632,333,,,,,,,,,
137296,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213032998,20170609_143032998,1148042,1155170,849,960,905,975,-1,-1,474.7861,497.4151,0.4712012,0.5409037,0.3467893,0.5260697,0,0,877,968,,877,968,,0,,,,1594,912,961,1148042,228,,,,,,,,,
137324,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213033230,20170609_143033230,1148274,1155404,868,903,947,902,2.561768,3.354385,541.3889,530.9167,0.4689493,0.5409639,0.3449225,0.5254087,0,0,908,902,,908,902,,0,,,,1595,915,903,1148274,152,,,,,,,,,
137343,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213033389,20170609_143033389,1148433,1155562,931,910,979,907,-1,-1,538.0524,531.3624,0.4685879,0.5415123,0.3441107,0.5255662,0,0,955,908,,955,908,,0,,,,1596,964,903,1148433,124,,,,,,,,,
137501,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213034704,20170609_143034704,1149748,1156879,554,612,-1,-1,3.225525,-1,530.9564,-1,0.468852,0.5394498,-1,-1,0,4,554,612,,554,612,,0,,,,1597,554,615,1149748,150,,,,,,,,,
137540,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213035030,20170609_143035030,1150074,1157203,-1,-1,1327,228,-1,3.042816,-1,530.6969,-1,-1,0.3365591,0.5238186,4,0,1327,228,,1327,228,,0,,,,1598,1320,236,1150074,125,,,,,,,,,
137569,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213035271,20170609_143035271,1150315,1157445,968,823,1031,845,-1,-1,541.5719,540.6566,0.4620113,0.5394521,0.3378923,0.5259358,0,0,1000,834,,1000,834,,0,,,,1599,1002,840,1150315,110,,,,,,,,,
137594,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213035481,20170609_143035481,1150525,1157653,1019,915,1039,897,3.098465,3.060974,537.2523,528.808,0.4617745,0.5399603,0.3373723,0.5259215,0,0,1029,906,,1029,906,,0,,,,1600,1009,903,1150525,157,,,,,,,,,
137741,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213036704,20170609_143036704,1151748,1158878,640,107,697,48,3.306885,3.332016,510.9245,526.1768,0.464693,0.534925,0.3389413,0.5218318,0,0,668,78,,668,78,,0,,,,1601,648,82,1151748,191,,,,,,,,,
137969,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213038604,20170609_143038604,1153648,1160778,215,644,277,675,3.209686,3.232712,523.2054,521.1727,0.4663392,0.536588,0.3428295,0.5237372,0,0,246,660,,246,660,,0,,,,1602,253,658,1153648,125,,,,,,,,,
137989,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213038770,20170609_143038770,1153814,1160945,652,788,678,802,-1,-1,513.5594,518.565,0.4637324,0.5365684,0.3403127,0.524446,0,0,665,795,,665,795,,0,,,,1603,686,804,1153814,126,,,,,,,,,
138012,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213038961,20170609_143038961,1154006,1161136,-1,-1,714,818,-1,-1,-1,527.6343,-1,-1,0.3390936,0.5243136,4,0,714,818,,714,818,,0,,,,1604,700,827,1154006,345,,,,,,,,,
138057,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213039337,20170609_143039337,1154382,1161511,-1,-1,979,908,-1,-1,-1,530.2289,-1,-1,0.3381183,0.5252214,4,0,979,908,,979,908,,0,,,,1605,990,910,1154382,220,,,,,,,,,
138092,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213039633,20170609_143039633,1154678,1161803,991,883,1037,913,3.204086,3.176712,541.5117,531.4678,0.4609117,0.538856,0.3367364,0.5259408,0,0,1014,898,,1014,898,,0,,,,1606,1011,900,1154678,312,,,,,,,,,
138243,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213040887,20170609_143040887,1155932,1163061,-1,-1,996,883,-1,-1,-1,534.3318,-1,-1,0.3342952,0.5271476,4,0,996,883,,996,883,,0,,,,1607,981,891,1155932,150,,,,,,,,,
138296,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213041329,20170609_143041329,1156374,1163503,-1,-1,26,231,-1,3.039459,-1,515.2021,-1,-1,0.3415251,0.5256295,4,0,26,231,,26,231,,0,,,,1608,40,231,1156374,166,,,,,,,,,
138325,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213041572,20170609_143041572,1156617,1163745,-1,-1,73,290,-1,-1,-1,499.4507,0.4647031,0.5371041,0.3413354,0.5253233,0,0,73,290,,73,290,,0,,,,1609,82,274,1156617,110,,,,,,,,,
138367,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213041920,20170609_143041920,1156965,1164095,-1,-1,114,440,-1,-1,-1,499.4312,0.4663038,0.53727,0.3430695,0.524828,0,0,114,440,,114,440,,0,,,,1610,115,422,1156965,150,,,,,,,,,
138386,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213042078,20170609_143042078,1157123,1164253,-1,-1,105,367,-1,3.002411,-1,503.9597,-1,-1,0.3439959,0.5246168,4,0,105,367,,105,367,,0,,,,1611,104,344,1157123,250,,,,,,,,,
138462,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213042711,20170609_143042711,1157756,1164886,683,698,-1,-1,-1,-1,520.0646,-1,0.4644254,0.5384852,-1,-1,0,4,683,698,,683,698,,0,,,,1612,702,714,1157756,117,,,,,,,,,
138644,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213044228,20170609_143044228,1159273,1166403,-1,-1,1168,3,-1,2.949966,-1,526.7214,-1,-1,0.3329297,0.5237418,4,0,1168,3,,1168,3,,0,,,,1615,1172,10,1159273,154,,,,,,,,,
138724,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213044894,20170609_143044894,1159939,1167069,643,810,726,839,-1,-1,538.3917,533.6749,0.4638652,0.5407165,0.3398953,0.5275668,0,0,684,824,,684,824,,0,,,,1616,702,827,1159939,109,,,,,,,,,
138738,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213045011,20170609_143045011,1160056,1167186,-1,-1,727,846,-1,-1,-1,532.1802,-1,-1,0.3392607,0.5276562,4,0,727,846,,727,846,,0,,,,1617,692,836,1160056,108,,,,,,,,,
138764,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213045252,20170609_143045252,1160297,1167403,957,894,1012,886,3.384521,3.36528,538.1584,533.1127,0.4597166,0.5412242,0.3350114,0.52838,0,0,984,890,,988,890,,0,,,,1618,1003,891,1160279,102,,,,,,,,,
138779,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213045352,20170609_143045352,1160397,1167528,974,920,1020,887,3.160217,3.344177,537.5167,530.9625,0.4585952,0.5415546,0.333363,0.5290098,0,0,997,904,,997,904,,0,,,,1619,1004,889,1160397,109,,,,,,,,,
138796,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213045494,20170609_143045494,1160539,1167669,956,890,1015,927,-1,-1,542.3098,529.2294,0.4571241,0.5415904,0.3326356,0.5296456,0,0,986,908,,986,908,,0,,,,1620,976,943,1160539,151,,,,,,,,,
138878,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213046178,20170609_143046178,1161223,1168353,-1,-1,574,132,-1,3.179382,-1,505.4549,-1,-1,0.3359234,0.525679,4,0,574,132,,574,132,,0,,,,1621,565,140,1161223,142,,,,,,,,,
138980,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213047029,20170609_143047029,1162074,1169202,913,69,-1,-1,3.270584,-1,514.9352,-1,0.4602305,0.53643,-1,-1,0,4,913,69,,913,69,,0,,,,1622,928,76,1162074,124,,,,,,,,,
139006,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213047244,20170609_143047244,1162289,1169419,1161,78,-1,-1,-1,-1,516.3104,-1,0.4592577,0.5363595,-1,-1,0,4,1161,78,,1161,78,,0,,,,1623,1158,94,1162289,133,,,,,,,,,
139487,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213051253,20170609_143051253,1166297,1173427,1643,3,1628,93,3.453278,3.348618,513.9409,489.233,0.4537457,0.537034,0.331157,0.5261064,0,0,1636,48,,1636,48,,0,,,,1624,1629,63,1166297,159,,,,,,,,,
139599,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213052185,20170609_143052185,1167229,1174360,-1,-1,468,76,-1,-1,-1,511.705,-1,-1,0.3527989,0.5093222,4,0,468,76,,468,76,,0,,,,1625,454,85,1167229,117,,,,,,,,,
139755,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213053486,20170609_143053486,1168530,1175660,1543,93,-1,-1,-1,-1,494.4556,-1,0.4576118,0.5376348,-1,-1,0,4,1543,93,,1543,93,,0,,,,1626,1539,106,1168530,120,,,,,,,,,
140125,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213056568,20170609_143056568,1171613,1178743,1230,145,-1,-1,-1,-1,531.8084,-1,0.4587438,0.5336306,-1,-1,0,4,1230,145,,1230,145,,0,,,,1627,1238,160,1171613,134,,,,,,,,,
140146,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213056744,20170609_143056744,1171789,1178918,1158,146,-1,-1,-1,-1,530.8518,-1,0.458494,0.5335292,-1,-1,0,4,1158,146,,1158,146,,0,,,,1628,1170,158,1171789,126,,,,,,,,,
140162,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213056877,20170609_143056877,1171922,1179052,1234,142,1239,159,3.560928,3.58432,530.4816,524.9005,0.4580901,0.5334916,0.3326991,0.5218343,0,0,1236,150,,1236,150,,0,,,,1629,1263,139,1171922,201,,,,,,,,,
140351,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213058452,20170609_143058452,1173497,1180627,1393,597,1439,641,3.669449,3.474319,519.9398,497.3674,0.4564765,0.5356876,0.3319709,0.5248915,0,0,1416,619,,1416,619,,0,,,,1630,1417,628,1173497,103,,,,,,,,,
140433,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213059137,20170609_143059137,1174182,1181310,-1,-1,1190,365,-1,-1,-1,515.9166,-1,-1,0.3320112,0.5249615,4,0,1190,365,,1190,365,,0,,,,1631,1174,360,1174182,150,,,,,,,,,
140477,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213059504,20170609_143059504,1174549,1181676,968,394,1023,389,3.488403,3.370956,518.8367,506.4897,0.4613437,0.5351804,0.3352496,0.5249032,0,0,996,392,,996,392,,0,,,,1632,985,398,1174549,101,,,,,,,,,
140531,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213059952,20170609_143059952,1174997,1182126,1221,132,1254,176,3.556061,3.447311,530.0226,514.9582,0.4606763,0.5337022,0.3351619,0.5225106,0,0,1238,154,,1238,154,,0,,,,1633,1253,160,1174997,107,,,,,,,,,
140546,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213100076,20170609_143100076,1175121,1182251,-1,-1,1306,141,-1,3.470276,-1,518.8534,-1,-1,0.3345424,0.5221042,4,0,1306,141,,1306,141,,0,,,,1634,1291,156,1175121,101,,,,,,,,,
140720,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213101526,20170609_143101526,1176571,1183701,186,114,336,185,3.794189,3.517349,533.0568,521.8028,0.4721512,0.5333572,0.3477338,0.5201374,0,0,261,150,,261,150,,0,,,,1635,233,150,1176571,117,,,,,,,,,
140873,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213102803,20170609_143102803,1177848,1184976,1391,479,1450,492,3.486389,3.345016,522.7145,504.9451,0.4581346,0.5335266,0.3320094,0.5236157,0,0,1420,486,,1420,486,,0,,,,1636,1408,490,1177848,331,,,,,,,,,
140967,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213103584,20170609_143103584,1178629,1185759,-1,-1,1309,221,-1,-1,-1,509.4302,-1,-1,0.3359787,0.5225741,4,0,1309,221,,1309,221,,0,,,,1637,1298,218,1178629,200,,,,,,,,,
141119,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213104851,20170609_143104851,1179896,1187026,146,129,328,219,3.966156,3.742844,524.7092,516.1506,0.4755415,0.5352809,0.3512512,0.5201126,0,0,237,174,,237,174,,0,,,,1638,223,191,1179896,141,,,,,,,,,
141226,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213105742,20170609_143105742,1180787,1187918,629,224,-1,-1,-1,-1,522.8058,-1,0.4743614,0.5340852,-1,-1,0,4,629,224,,629,224,,0,,,,1639,630,220,1180787,250,,,,,,,,,
141260,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213106026,20170609_143106026,1181071,1188201,832,239,884,227,3.761047,3.682419,525.7531,523.4579,0.4718883,0.5340975,0.3464409,0.5196493,0,0,858,233,,858,233,,0,,,,1640,851,235,1181071,151,,,,,,,,,
141477,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213107835,20170609_143107835,1182879,1190009,1405,639,1482,617,-1,-1,511.544,485.6969,0.4635613,0.5366787,0.3380055,0.5239441,0,0,1444,628,,1444,628,,0,,,,1641,1438,612,1182879,349,,,,,,,,,
141557,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213108501,20170609_143108501,1183545,1190676,1386,603,1453,613,3.415146,2.855743,521.3471,504.738,0.4630091,0.5367654,0.3361938,0.5245448,0,0,1420,608,,1420,608,,0,,,,1642,1407,606,1183545,331,,,,,,,,,
141770,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213110280,20170609_143110280,1185324,1192451,-1,-1,552,333,-1,3.108475,-1,490.0152,-1,-1,0.3698769,0.5127921,4,0,552,333,,552,333,,0,,,,1643,552,314,1185324,220,,,,,,,,,
141947,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213111750,20170609_143111750,1186794,1193925,-1,-1,667,279,-1,3.178162,-1,503.8208,-1,-1,0.3607192,0.5135823,4,0,667,279,,667,279,,0,,,,1644,668,269,1186794,126,,,,,,,,,
141985,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213112069,20170609_143112069,1187113,1194242,-1,-1,564,249,-1,-1,-1,503.0836,-1,-1,0.3629251,0.5137559,4,0,564,249,,564,249,,0,,,,1645,563,267,1187113,106,,,,,,,,,
