,StudyName,ExportDate,Name,Age,Gender,StimulusName,SlideType,EventSource,UTCTimestamp,Timestamp,MediaTime,TimeSignal,GazeLeftx,GazeLefty,GazeRightx,GazeRighty,PupilLeft,PupilRight,DistanceLeft,DistanceRight,CameraLeftX,CameraLeftY,CameraRightX,CameraRightY,ValidityLeft,ValidityRight,GazeX,GazeY,GazeAOI,InterpolatedGazeX,InterpolatedGazeY,GazeEventType,GazeVelocityAngle,SaccadeSeq,SaccadeStart,SaccadeDuration,FixationSeq,FixationX,FixationY,FixationStart,FixationDuration,FixationAOI,PostMarker,Annotation,LiveMarker,KeyStroke,MarkerText,SceneType,SceneOutput,SceneParent Current_task
142004,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213112228,20170609_143112228,1187272,1194400,-1,-1,274,227,-1,3.359497,-1,501.3526,-1,-1,0.3650559,0.5141193,4,0,274,227,,274,227,,0,,,,1646,280,205,1187272,123,,,,,,,,,
142021,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213112368,20170609_143112368,1187412,1194542,-1,-1,252,191,-1,-1,-1,512.3521,-1,-1,0.365743,0.5140425,4,0,252,191,,252,191,,0,,,,1647,258,208,1187412,100,,,,,,,,,
142057,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213112667,20170609_143112667,1187711,1194842,-1,-1,427,268,-1,-1,-1,489.1315,-1,-1,0.3671322,0.5138052,4,0,427,268,,427,268,,0,,,,1648,423,244,1187711,108,,,,,,,,,
142332,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213114973,20170609_143114973,1190018,1197133,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,524,250,,0,,,,1649,512,246,1190008,112,,,,,,,,,
142582,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213117041,20170609_143117041,1192086,1199217,780,842,852,864,-1,-1,507.9618,519.0172,0.4795436,0.5347528,0.3543489,0.5181636,0,0,816,853,,816,853,,0,,,,1650,834,865,1192086,133,,,,,,,,,
142599,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213117183,20170609_143117183,1192228,1199358,-1,-1,873,875,-1,-1,-1,521.8632,-1,-1,0.3477943,0.5200456,4,0,873,875,,873,875,,0,,,,1651,876,898,1192228,159,,,,,,,,,
142862,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213119370,20170609_143119370,1194415,1201546,325,326,465,393,-1,-1,520.6813,509.0939,0.4407026,0.5303351,0.3168232,0.5180961,0,0,395,360,,395,360,,0,,,,1652,414,346,1194415,109,,,,,,,,,
143142,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213121703,20170609_143121703,1196748,1203879,756,126,-1,-1,3.592789,-1,516.8982,-1,0.4484641,0.528832,-1,-1,0,4,756,126,,756,126,,0,,,,1653,763,153,1196748,167,,,,,,,,,
143235,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213122473,20170609_143122473,1197518,1204650,908,87,-1,-1,-1,-1,532.2143,-1,0.4451936,0.5283391,-1,-1,0,4,908,87,,908,87,,0,,,,1654,910,80,1197518,101,,,,,,,,,
143527,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213124912,20170609_143124912,1199956,1207083,392,166,506,217,3.769089,3.606735,523.686,520.569,0.4495826,0.5308132,0.3242761,0.5165787,0,0,449,192,,449,192,,0,,,,1655,441,196,1199956,122,,,,,,,,,
143581,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213125358,20170609_143125358,1200402,1207533,387,210,508,267,3.851303,3.714096,524.3009,524.087,0.4508156,0.5307863,0.3251945,0.5164358,0,0,448,238,,448,238,,0,,,,1656,452,223,1200402,142,,,,,,,,,
143607,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213125578,20170609_143125578,1200622,1207750,376,170,502,254,-1,-1,527.0195,521.7612,0.4519976,0.5302894,0.3264172,0.5161588,0,0,439,212,,439,212,,0,,,,1657,443,211,1200622,172,,,,,,,,,
143717,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213126490,20170609_143126490,1201534,1208666,-1,-1,384,463,-1,-1,-1,472.3483,-1,-1,0.3307295,0.5171524,4,0,384,463,,384,463,,0,,,,1658,378,496,1201534,209,,,,,,,,,
144016,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213128983,20170609_143128983,1204027,1211158,396,154,503,223,3.692322,3.595367,527.1827,520.968,0.45026,0.5314132,0.325063,0.5169958,0,0,450,188,,450,188,,0,,,,1659,438,191,1204027,141,,,,,,,,,
144139,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213130007,20170609_143130007,1205051,1212183,860,227,-1,-1,3.665054,-1,530.6224,-1,0.4470181,0.5311221,-1,-1,0,4,860,227,,860,227,,0,,,,1660,867,233,1205051,105,,,,,,,,,
144208,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213130582,20170609_143130582,1205626,1212758,415,176,492,247,3.686752,3.572586,526.046,517.8171,0.4486544,0.5315877,0.3234063,0.5174875,0,0,454,212,,454,212,,0,,,,1661,453,208,1205626,125,,,,,,,,,
144264,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213131049,20170609_143131049,1206093,1213224,441,779,505,828,-1,-1,519.609,517.3384,0.4492565,0.5335702,0.3241309,0.5197603,0,0,473,804,,473,804,,0,,,,1662,485,810,1206093,133,,,,,,,,,
144295,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213131308,20170609_143131308,1206352,1213483,433,748,488,777,3.702148,3.581589,527.8192,520.0212,0.4488532,0.5337626,0.3239613,0.5195233,0,0,460,762,,460,762,,0,,,,1663,471,775,1206352,101,,,,,,,,,
144456,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213132648,20170609_143132648,1207693,1214824,944,870,-1,-1,-1,-1,535.0875,-1,0.4442729,0.53546,-1,-1,0,4,944,870,,944,870,,0,,,,1664,970,885,1207693,134,,,,,,,,,
144541,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213133357,20170609_143133357,1208402,1215532,944,888,998,893,3.6745,3.610596,533.6422,517.8768,0.4440242,0.536263,0.31698,0.5230518,0,0,971,890,,971,890,,0,,,,1665,962,895,1208402,217,,,,,,,,,
144777,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213135323,20170609_143135323,1210368,1217499,444,191,596,252,-1,-1,527.1044,510.8697,0.4539343,0.5318272,0.3294241,0.5170095,0,0,520,222,,520,222,,0,,,,1666,512,225,1210368,100,,,,,,,,,
144873,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213136123,20170609_143136123,1211168,1218299,639,222,-1,-1,-1,-1,508.0914,-1,0.4530874,0.5311375,-1,-1,0,4,639,222,,639,222,,0,,,,1667,635,192,1211168,162,,,,,,,,,
145017,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213137323,20170609_143137323,1212368,1219499,375,292,474,218,-1,-1,494.1548,508.8856,0.4539506,0.5318239,0.3282101,0.5175827,0,0,424,255,,424,255,,0,,,,1668,422,235,1212368,100,,,,,,,,,
145138,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213138331,20170609_143138331,1213376,1220507,418,176,527,244,3.815277,3.701736,526.8206,520.2601,0.4501531,0.5322721,0.3254498,0.5176191,0,0,472,210,,472,210,,0,,,,1669,481,210,1213376,100,,,,,,,,,
145156,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213138484,20170609_143138484,1213529,1220657,756,120,831,158,3.93837,3.779831,528.8118,523.4999,0.4476905,0.5315556,0.3231909,0.5174025,0,0,794,139,,794,139,,0,,,,1670,784,131,1213529,264,,,,,,,,,
145284,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213139548,20170609_143139548,1214593,1221724,141,166,276,262,-1,-1,508.4004,502.7193,0.4518087,0.5319678,0.3273175,0.5181019,0,0,208,214,,208,214,,0,,,,1671,208,199,1214593,149,,,,,,,,,
145480,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213141181,20170609_143141181,1216226,1223357,475,357,576,276,3.389526,3.460205,485.8459,501.8067,0.4503687,0.5325022,0.3238644,0.5185395,0,0,526,316,,526,316,,0,,,,1672,523,309,1216226,200,,,,,,,,,
145681,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213142856,20170609_143142856,1217900,1225032,382,153,522,211,3.748047,3.653702,530.8009,525.543,0.4501608,0.5331413,0.3249794,0.5184525,0,0,452,182,,452,182,,0,,,,1673,443,193,1217900,242,,,,,,,,,
145732,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213143293,20170609_143143293,1218337,1225457,359,184,511,258,3.783661,3.687836,528.305,521.2531,0.4503406,0.5333968,0.3253516,0.51843,0,0,435,221,,435,221,,0,,,,1674,442,210,1218337,105,,,,,,,,,
145861,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213144356,20170609_143144356,1219400,1226532,177,194,341,317,3.630112,3.369064,524.547,508.4125,0.4471642,0.5337834,0.323583,0.5190172,0,0,259,256,,259,256,,0,,,,1675,250,246,1219400,175,,,,,,,,,
145939,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213145006,20170609_143145006,1220050,1227181,389,299,489,274,3.419876,3.477173,494.9112,506.4441,0.4493893,0.5326631,0.323226,0.5182948,0,0,439,286,,439,286,,0,,,,1676,469,304,1220050,687,,,,,,,,,
146110,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213146430,20170609_143146430,1221474,1228606,514,254,-1,-1,3.441742,-1,505.0031,-1,0.4479181,0.5328107,-1,-1,0,4,514,254,,514,254,,0,,,,1677,492,253,1221474,125,,,,,,,,,
146128,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213146580,20170609_143146580,1221624,1228756,406,250,-1,-1,3.496704,-1,513.2899,-1,0.4483584,0.5331969,-1,-1,0,4,406,250,,406,250,,0,,,,1678,410,239,1221624,151,,,,,,,,,
146158,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213146831,20170609_143146831,1221875,1229006,329,239,483,303,3.651733,3.564407,522.9687,520.4661,0.4476222,0.5331519,0.3222491,0.5185485,0,0,406,271,,406,271,,0,,,,1679,408,266,1221875,116,,,,,,,,,
146179,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213147006,20170609_143147006,1222050,1229181,368,264,439,335,3.640823,3.588242,516.0319,520.1174,0.4482796,0.5331492,0.3223507,0.5183789,0,0,404,300,,404,300,,0,,,,1680,417,297,1222050,100,,,,,,,,,
146290,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213147931,20170609_143147931,1222975,1230106,344,268,472,322,3.64946,3.578629,516.1451,519.4269,0.4511559,0.533856,0.3253548,0.5183155,0,0,408,295,,408,295,,0,,,,1681,412,294,1222975,117,,,,,,,,,
146364,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213148547,20170609_143148547,1223591,1230723,-1,-1,640,370,-1,-1,-1,499.8734,-1,-1,0.3264457,0.5187687,4,0,640,370,,640,370,,0,,,,1682,630,366,1223591,150,,,,,,,,,
146520,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213149847,20170609_143149847,1224892,1232023,355,494,386,451,-1,-1,457.9751,479.3081,0.455793,0.5343316,0.3292832,0.5193655,0,0,370,472,,370,472,,0,,,,1683,375,482,1224892,175,,,,,,,,,
146830,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213152430,20170609_143152430,1227475,1234606,-1,-1,1033,378,-1,3.067719,-1,508.85,-1,-1,0.3194592,0.5196078,4,0,1033,378,,1033,378,,0,,,,1684,1044,365,1227475,101,,,,,,,,,
146895,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213152971,20170609_143152971,1228016,1235147,-1,-1,439,278,-1,-1,-1,535.5576,-1,-1,0.3231172,0.5199591,4,0,439,278,,439,278,,0,,,,1685,441,293,1228016,158,,,,,,,,,
146926,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213153229,20170609_143153229,1228274,1235406,229,228,341,312,3.480225,3.409973,539.7994,522.1823,0.4494467,0.5355331,0.3254685,0.5198918,0,0,285,270,,285,270,,0,,,,1686,265,275,1228274,444,,,,,,,,,
146986,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213153729,20170609_143153729,1228774,1235906,349,246,454,321,3.531845,3.432068,521.1505,522.0681,0.4519837,0.5356606,0.3267269,0.5195803,0,0,402,284,,402,284,,0,,,,1687,396,285,1228774,168,,,,,,,,,
147034,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213154129,20170609_143154129,1229174,1236306,127,321,179,295,3.336624,3.295975,495.2783,508.214,0.4556642,0.5364183,0.3299246,0.5198195,0,0,153,308,,153,308,,0,,,,1688,152,325,1229174,171,,,,,,,,,
147098,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213154663,20170609_143154663,1229708,1236839,-1,-1,877,895,-1,-1,-1,522.7313,-1,-1,0.3249301,0.5218549,4,0,877,895,,877,895,,0,,,,1689,870,890,1229708,158,,,,,,,,,
147159,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213155171,20170609_143155171,1230216,1237347,120,270,271,357,-1,-1,494.4051,491.5155,0.4554297,0.5358326,0.3305365,0.5204012,0,0,196,314,,196,314,,0,,,,1690,182,333,1230216,110,,,,,,,,,
147174,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213155301,20170609_143155301,1230346,1237472,165,361,235,374,-1,-1,483.627,490.1802,0.4558666,0.5357676,0.3302412,0.520352,0,0,200,368,,200,368,,0,,,,1691,185,374,1230346,153,,,,,,,,,
147196,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213155480,20170609_143155480,1230525,1237656,163,406,225,384,3.067474,3.077606,469.8041,488.2119,0.4562173,0.5363734,0.3299477,0.5203964,0,0,194,395,,194,395,,0,,,,1692,201,408,1230525,325,,,,,,,,,
147238,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213155833,20170609_143155833,1230878,1238006,334,465,359,433,2.927338,2.988831,459.8478,480.205,0.4577203,0.5359396,0.3309005,0.5201144,0,0,346,449,,346,449,,0,,,,1693,356,455,1230878,146,,,,,,,,,
147303,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213156373,20170609_143156373,1231418,1238547,-1,-1,476,407,-1,-1,-1,496.8455,-1,-1,0.3282479,0.5199147,4,0,476,407,,476,407,,0,,,,1694,475,389,1231418,122,,,,,,,,,
147319,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213156504,20170609_143156504,1231549,1238681,-1,-1,492,362,-1,3.186249,-1,505.9907,-1,-1,0.328365,0.5196518,4,0,492,362,,492,362,,0,,,,1695,483,367,1231549,148,,,,,,,,,
147342,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213156698,20170609_143156698,1231743,1238872,-1,-1,610,351,-1,-1,-1,511.6633,-1,-1,0.3281055,0.5198753,4,0,610,351,,610,351,,0,,,,1696,618,345,1231743,131,,,,,,,,,
147382,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213157030,20170609_143157030,1232075,1239205,555,367,611,358,3.022552,3.133911,494.0606,507.4706,0.4554428,0.5360271,0.3288622,0.5194538,0,0,583,362,,583,362,,0,,,,1697,591,355,1232075,116,,,,,,,,,
147425,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213157387,20170609_143157387,1232432,1239564,-1,-1,744,337,-1,-1,-1,516.3712,-1,-1,0.3279883,0.519667,4,0,744,337,,744,337,,0,,,,1698,755,334,1232432,161,,,,,,,,,
147554,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213158462,20170609_143158462,1233507,1240639,1135,330,-1,-1,-1,-1,527.5571,-1,0.4465972,0.5356864,-1,-1,0,4,1135,330,,1135,330,,0,,,,1699,1158,341,1233507,226,,,,,,,,,
148147,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213203405,20170609_143203405,1238449,1245580,339,262,455,328,3.294357,3.251266,516.3099,519.4734,0.4551156,0.5367106,0.3299341,0.5201401,0,0,397,295,,397,295,,0,,,,1700,425,336,1238449,374,,,,,,,,,
148340,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213205692,20170609_143205692,1240736,1247188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,,237,230,,0,,,,1702,250,224,1240622,118,,,,,,,,,
148443,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213205870,20170609_143205870,1240914,1248046,986,301,-1,-1,-1,-1,526.3784,-1,0.4514942,0.5360999,-1,-1,0,4,986,301,,986,301,,0,,,,1703,994,279,1240914,159,,,,,,,,,
148786,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213208731,20170609_143208731,1243776,1250905,432,254,536,286,3.469879,3.431564,509.1354,507.5288,0.4597852,0.5368586,0.3357908,0.5198428,0,0,484,270,,484,270,,0,,,,1704,484,267,1243776,138,,,,,,,,,
148870,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213209428,20170609_143209428,1244473,1251604,-1,-1,158,155,-1,3.634018,-1,526.0809,-1,-1,0.337612,0.5198938,4,0,158,155,,158,155,,0,,,,1705,142,156,1244473,102,,,,,,,,,
148939,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213210008,20170609_143210008,1245053,1252179,410,268,514,291,3.518372,3.472519,501.4537,512.2003,0.4606593,0.5363918,0.3351758,0.5195961,0,0,462,280,,462,280,,0,,,,1706,456,304,1245053,170,,,,,,,,,
148966,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213210228,20170609_143210228,1245273,1252404,378,280,491,315,3.583649,3.477295,505.8971,515.0692,0.4598754,0.5367229,0.3344914,0.5197441,0,0,434,298,,434,298,,0,,,,1707,430,319,1245273,200,,,,,,,,,
148993,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213210453,20170609_143210453,1245498,1252629,379,300,477,342,3.625198,3.528275,502.4379,512.7411,0.4601607,0.536572,0.3344963,0.5196073,0,0,428,321,,428,321,,0,,,,1708,425,326,1245498,425,,,,,,,,,
149047,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213210903,20170609_143210903,1245948,1253079,374,330,459,365,3.564514,3.533722,500.2426,511.1477,0.4607932,0.5370069,0.3350287,0.5198039,0,0,416,348,,416,348,,0,,,,1709,423,339,1245948,266,,,,,,,,,
149133,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213211619,20170609_143211619,1246664,1253796,74,315,147,282,-1,-1,502.1938,510.891,0.4643126,0.5372353,0.3391375,0.5202337,0,0,110,298,,110,298,,0,,,,1710,125,284,1246664,150,,,,,,,,,
149155,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213211803,20170609_143211803,1246848,1253979,343,295,429,343,3.407059,3.337662,505.4735,511.7151,0.4627355,0.5376782,0.3378981,0.5200534,0,0,386,319,,386,319,,0,,,,1711,403,339,1246848,216,,,,,,,,,
149200,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213212177,20170609_143212177,1247222,1254354,239,286,340,314,3.404007,3.317245,506.9815,515.5624,0.4634125,0.5377191,0.3384471,0.5200498,0,0,290,300,,290,300,,0,,,,1712,284,306,1247222,101,,,,,,,,,
149230,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213212427,20170609_143212427,1247472,1254604,239,333,315,325,3.343002,3.250641,502.4527,512.6223,0.4636993,0.53772,0.3385289,0.5200326,0,0,277,329,,277,329,,0,,,,1713,274,332,1247472,127,,,,,,,,,
149550,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213215093,20170609_143215093,1250138,1257271,-1,-1,462,371,-1,-1,-1,504.0619,-1,-1,0.3368884,0.5202131,4,0,462,371,,462,371,,0,,,,1714,458,346,1250138,209,,,,,,,,,
149592,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213215443,20170609_143215443,1250488,1257621,545,326,565,330,-1,-1,501.8813,512.836,0.460244,0.5365902,0.3348899,0.5201952,0,0,555,328,,555,328,,0,,,,1715,538,323,1250488,126,,,,,,,,,
149625,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213215719,20170609_143215719,1250764,1257896,93,281,127,219,-1,-1,516.1989,522.1228,0.4613069,0.5370439,0.3364962,0.5205423,0,0,110,250,,110,250,,0,,,,1716,111,231,1250764,124,,,,,,,,,
149968,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213218577,20170609_143218577,1253621,1260754,253,263,358,328,3.389618,3.26001,517.3786,518.1119,0.4556158,0.5364168,0.3306723,0.5204199,0,0,306,296,,306,296,,0,,,,1717,295,293,1253621,117,,,,,,,,,
150226,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213220727,20170609_143220727,1255771,1262903,487,291,565,313,3.507019,3.407837,509.5939,515.6337,0.4559399,0.5363571,0.3299395,0.5202091,0,0,526,302,,526,302,,0,,,,1718,549,305,1255771,125,,,,,,,,,
150328,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213221577,20170609_143221577,1256621,1263753,215,276,311,290,3.574112,3.501083,515.3004,519.259,0.4567253,0.5367838,0.3313907,0.5204506,0,0,263,283,,263,283,,0,,,,1719,256,276,1256621,175,,,,,,,,,
150364,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213221878,20170609_143221878,1256922,1264053,347,319,445,336,3.455719,3.455093,502.3756,511.9627,0.4586129,0.536964,0.33296,0.5202643,0,0,396,328,,396,328,,0,,,,1720,399,325,1256922,126,,,,,,,,,
150447,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213222568,20170609_143222568,1257612,1264745,661,357,-1,-1,-1,-1,523.2758,-1,0.4554458,0.5362004,-1,-1,0,4,661,357,,661,357,,0,,,,1721,676,358,1257612,109,,,,,,,,,
150577,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213223652,20170609_143223652,1258696,1265828,861,915,887,934,3.311752,3.202805,511.9324,500.6028,0.4506449,0.5382861,0.328299,0.5225257,0,0,874,924,,874,924,,0,,,,1722,875,923,1258696,142,,,,,,,,,
150601,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213223853,20170609_143223853,1258898,1266028,883,887,914,892,3.469803,3.441483,530.62,523.1277,0.4497777,0.538111,0.3250512,0.5222589,0,0,898,890,,898,890,,0,,,,1723,912,900,1258898,171,,,,,,,,,
150621,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213224035,20170609_143224035,1259080,1266195,890,895,930,915,-1,-1,542.2334,520.9059,0.4480078,0.5380455,0.3234798,0.5233039,0,0,910,905,,932,920,,0,,,,1724,956,937,1259076,296,,,,,,,,,
150910,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213226426,20170609_143226426,1261471,1268603,330,295,439,314,3.756042,3.710358,511.7205,517.1561,0.4529141,0.5369728,0.3269958,0.5216147,0,0,384,304,,384,304,,0,,,,1725,414,331,1261471,192,,,,,,,,,
150934,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213226627,20170609_143226627,1261672,1268803,386,363,489,344,3.645935,3.646454,502.5215,511.795,0.4536619,0.5367935,0.3270198,0.5213648,0,0,438,354,,438,354,,0,,,,1726,424,346,1261672,125,,,,,,,,,
151128,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213228243,20170609_143228243,1263288,1270420,382,323,484,373,-1,-1,501.1073,497.0305,0.4577993,0.5369809,0.3322171,0.5213872,0,0,433,348,,433,348,,0,,,,1727,427,343,1263288,482,,,,,,,,,
151649,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213232583,20170609_143232583,1267628,1274761,950,1014,942,937,-1,-1,531.4857,510.5297,0.4471404,0.5392239,0.3242434,0.5235347,0,0,946,976,,946,976,,0,,,,1729,932,957,1267628,169,,,,,,,,,
151671,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213232768,20170609_143232768,1267813,1274944,901,879,935,891,-1,-1,538.2626,522.0023,0.4482371,0.5383192,0.3242494,0.5233036,0,0,918,885,,918,885,,0,,,,1730,924,879,1267813,184,,,,,,,,,
151694,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213232959,20170609_143232959,1268004,1275136,-1,-1,961,896,-1,-1,-1,521.0101,-1,-1,0.3246993,0.5232571,4,0,961,896,,961,896,,0,,,,1731,968,895,1268004,128,,,,,,,,,
151779,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213233667,20170609_143233667,1268712,1275844,-1,-1,126,231,-1,-1,-1,508.3983,-1,-1,0.3321527,0.5217564,4,0,126,231,,126,231,,0,,,,1732,111,216,1268712,109,,,,,,,,,
151827,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213234067,20170609_143234067,1269112,1276244,-1,-1,279,324,-1,-1,-1,511.7974,-1,-1,0.331494,0.521523,4,0,279,324,,279,324,,0,,,,1733,296,350,1269112,125,,,,,,,,,
151858,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213234326,20170609_143234326,1269370,1276502,445,472,465,468,3.045273,2.643082,462.7704,482.6943,0.4598674,0.5370849,0.3324741,0.5212486,0,0,455,470,,455,470,,0,,,,1734,479,450,1269370,125,,,,,,,,,
151875,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213234468,20170609_143234468,1269512,1276644,428,500,480,443,-1,-1,457.1951,478.7036,0.4602392,0.5365636,0.3327393,0.5212828,0,0,454,472,,454,472,,0,,,,1735,475,458,1269512,133,,,,,,,,,
151910,,20180125,p7,,,visualizationstudy,TestImage,ET,20170609_213234765,20170609_143234765,1269809,1276936,-1,-1,632,458,-1,-1,-1,480.798,-1,-1,0.3317672,0.5211426,4,0,632,458,,632,458,,0,,,,1736,613,450,1269809,104,,,,,,,,,
