ParticipantID,Task,TotalNumFixations,TotalNumFixationsInAOI,TotalProportionsOfFixationsInAOI,FixationDuration_Sum,FixationDuration_Average,FixationDuration_StandardDeviation,Saccade_length_Sum,Saccade_length_Average,Saccade_length_StandardDeviation,Saccade_absolute_angle_Sum,Saccade_absolute_angle_Average,Saccade_absolute_angle_StandardDeviation,Saccade_relative_angle_Sum,Saccade_relative_angle_Average,Saccade_relative_angle_StandardDeviation,Question_AOI_NumberOfFixations,Question_AOI_FixationDurationSum,Question_AOI_FixationDurationMean,Question_AOI_LongestFixationInAOI,Question_AOI_ProportionOfTotalFixations,Question_AOI_ProportionOFTotalFixationDuration,Title_AOI_NumberOfFixations,Title_AOI_FixationDurationSum,Title_AOI_FixationDurationMean,Title_AOI_LongestFixationInAOI,Title_AOI_ProportionOfTotalFixations,Title_AOI_ProportionOFTotalFixationDuration,LabelBox_AOI_NumberOfFixations,LabelBox_AOI_FixationDurationSum,LabelBox_AOI_FixationDurationMean,LabelBox_AOI_LongestFixationInAOI,LabelBox_AOI_ProportionOfTotalFixations,LabelBox_AOI_ProportionOFTotalFixationDuration,OptionBox_AOI_NumberOfFixations,OptionBox_AOI_FixationDurationSum,OptionBox_AOI_FixationDurationMean,OptionBox_AOI_LongestFixationInAOI,OptionBox_AOI_ProportionOfTotalFixations,OptionBox_AOI_ProportionOFTotalFixationDuration,Answers_AOI_NumberOfFixations,Answers_AOI_FixationDurationSum,Answers_AOI_FixationDurationMean,Answers_AOI_LongestFixationInAOI,Answers_AOI_ProportionOfTotalFixations,Answers_AOI_ProportionOFTotalFixationDuration,XAxis_AOI_NumberOfFixations,XAxis_AOI_FixationDurationSum,XAxis_AOI_FixationDurationMean,XAxis_AOI_LongestFixationInAOI,XAxis_AOI_ProportionOfTotalFixations,XAxis_AOI_ProportionOFTotalFixationDuration,YAxis_AOI_NumberOfFixations,YAxis_AOI_FixationDurationSum,YAxis_AOI_FixationDurationMean,YAxis_AOI_LongestFixationInAOI,YAxis_AOI_ProportionOfTotalFixations,YAxis_AOI_ProportionOFTotalFixationDuration,Graph_AOI_NumberOfFixations,Graph_AOI_FixationDurationSum,Graph_AOI_FixationDurationMean,Graph_AOI_LongestFixationInAOI,Graph_AOI_ProportionOfTotalFixations,Graph_AOI_ProportionOFTotalFixationDuration,HIGH-3/MEDIUM-2/LOW-1,HIGH-1/LOW-0
11,CL13,25,7,0.28,1086,155.1428571,0,1109.351885,158.4788406,0,746.1023768,106.5860538,0,466.7896394,66.6842342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,359,119.6666667,149,0.428571429,0.330570902,2,463,231.5,299,0.285714286,0.426335175,0,0,0,0,0,0,2,264,132,156,0.285714286,0.243093923,2,1
11,CH1,6,3,0.5,351,117,0,1648.04801,549.3493367,0,216.4230876,72.14102919,0,157.9121694,52.63738979,0,0,0,0,0,0,0,0,0,0,0,0,0,1,117,117,117,0.333333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,234,117,117,0.666666667,0.666666667,2,1
11,DL15,22,3,0.136363636,504,168,0,1083.824643,361.2748811,0,326.3013846,108.7671282,0,166.3767016,55.45890054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,242,242,242,0.333333333,0.48015873,1,133,133,133,0.333333333,0.263888889,0,0,0,0,0,0,0,0,0,0,0,0,1,129,129,129,0.333333333,0.255952381,2,1
11,CH9,10,4,0.4,420,105,0,2518.786075,629.6965187,0,423.9183393,105.9795848,0,228.2962463,57.07406158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,107,107,107,0.25,0.254761905,3,313,104.3333333,113,0.75,0.745238095,2,1
11,DL10,15,4,0.266666667,442,110.5,0,2185.070872,546.2677181,0,322.5786162,80.64465406,0,392.4689352,98.1172338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,102,102,102,0.25,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,340,113.3333333,124,0.75,0.769230769,2,1
11,CL7,25,6,0.24,786,131,0,2331.99189,388.665315,0,724.3774455,120.7295742,0,515.4646948,85.91078247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,569,142.25,181,0.666666667,0.723918575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,217,108.5,117,0.333333333,0.276081425,2,1
11,DL13,15,4,0.266666667,702,175.5,0,2809.259296,702.3148239,0,374.0992485,93.52481212,0,294.8796169,73.71990423,0,0,0,0,0,0,0,2,469,234.5,308,0.5,0.668091168,0,0,0,0,0,0,0,0,0,0,0,0,1,116,116,116,0.25,0.165242165,0,0,0,0,0,0,0,0,0,0,0,0,1,117,117,117,0.25,0.166666667,2,1
11,CL11,7,2,0.285714286,224,112,0,1149.297474,574.6487369,0,316.8418994,158.4209497,0,9.48895209,4.744476045,0,0,0,0,0,0,0,1,100,100,100,0.5,0.446428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,124,124,0.5,0.553571429,2,1
11,DH1,11,2,0.181818182,334,167,0,783.4681616,391.7340808,0,117.4957136,58.74785681,0,195.1707956,97.58539778,0,0,0,0,0,0,0,1,125,125,125,0.5,0.374251497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,209,209,0.5,0.625748503,2,1
11,CL1,10,8,0.8,1237,154.625,0,5206.18058,650.7725725,0,740.3118242,92.53897803,0,582.1671723,72.77089654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,555,138.75,165,0.5,0.448666128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,682,170.5,214,0.5,0.551333872,2,1
11,CL12,14,4,0.285714286,929,232.25,0,2557.243627,639.3109068,0,449.183023,112.2957557,0,195.378525,48.84463124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,235,235,235,0.25,0.252960172,0,0,0,0,0,0,2,251,125.5,142,0.5,0.270182992,1,443,443,443,0.25,0.476856835,2,1
11,DL1,25,5,0.2,580,116,0,3174.331146,634.8662291,0,728.4254053,145.6850811,0,477.06,95.41199999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,124,124,124,0.2,0.213793103,4,456,114,125,0.8,0.786206897,2,1
11,CL14,7,1,0.142857143,133,133,0,1342.168767,1342.168767,0,2.391275524,2.391275524,0,35.83579121,35.83579121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133,133,133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1
11,DH8,12,11,0.916666667,1623,147.5454545,0,2510.236162,228.2032875,0,1078.97493,98.08863003,0,969.6908387,88.15371261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1623,147.5454545,422,1,1,2,1
11,CH10,17,12,0.705882353,2014,167.8333333,0,2198.040979,183.1700816,0,1196.9492,99.74576669,0,962.9916311,80.24930259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2014,167.8333333,503,1,1,2,1
12,CH5,222,149,0.671171171,39378,264.2818792,0,24936.98179,167.3622939,0,13206.90812,88.63696724,0,13052.0959,87.59795903,0,15,2879,191.9333333,274,0.100671141,0.07311189,1,155,155,155,0.006711409,0.003936208,30,8103,270.1,767,0.201342282,0.205774798,27,7211,267.0740741,1063,0.181208054,0.183122556,18,6126,340.3333333,2042,0.120805369,0.155569099,0,0,0,0,0,0,0,0,0,0,0,0,58,14904,256.9655172,1062,0.389261745,0.378485449,2,0
12,DH8,71,43,0.605633803,9854,229.1627907,0,9832.054996,228.6524418,0,3655.041717,85.00097015,0,3534.620864,82.2004852,0,2,383,191.5,192,0.046511628,0.038867465,0,0,0,0,0,0,3,942,314,450,0.069767442,0.095595697,3,852,284,426,0.069767442,0.08646235,5,1394,278.8,519,0.11627907,0.141465395,6,1337,222.8333333,359,0.139534884,0.135680942,7,1119,159.8571429,261,0.162790698,0.113557946,17,3827,225.1176471,433,0.395348837,0.388370205,2,0
12,CL3,116,87,0.75,22546,259.1494253,0,18488.85389,212.5155619,0,8132.699259,93.47930183,0,7503.183715,86.24349098,0,10,1797,179.7,232,0.114942529,0.079703717,0,0,0,0,0,0,1,525,525,525,0.011494253,0.023285727,9,1759,195.4444444,334,0.103448276,0.078018274,8,2001,250.125,498,0.091954023,0.088751885,0,0,0,0,0,0,0,0,0,0,0,0,59,16464,279.0508475,866,0.67816092,0.730240397,2,0
12,CL1,97,67,0.690721649,17813,265.8656716,0,16257.45647,242.6486041,0,6402.353576,95.55751606,0,6602.148341,98.53952748,0,6,1280,213.3333333,273,0.089552239,0.071857632,2,267,133.5,150,0.029850746,0.014989053,2,1008,504,691,0.029850746,0.056587885,21,4395,209.2857143,512,0.313432836,0.246729916,1,927,927,927,0.014925373,0.052040644,4,517,129.25,158,0.059701493,0.029023747,0,0,0,0,0,0,31,9419,303.8387097,877,0.462686567,0.528771122,2,0
12,CL2,60,42,0.7,10061,239.547619,0,9503.022284,226.2624353,0,4234.187651,100.8139917,0,3237.873777,77.09223279,0,4,763,190.75,280,0.095238095,0.075837392,0,0,0,0,0,0,0,0,0,0,0,0,3,436,145.3333333,156,0.071428571,0.043335653,6,849,141.5,186,0.142857143,0.08438525,0,0,0,0,0,0,1,208,208,208,0.023809524,0.020673889,28,7805,278.75,1190,0.666666667,0.775767816,2,0
12,DH3,284,188,0.661971831,50710,269.7340426,0,48804.85344,259.6002843,0,16249.27182,86.43229694,0,16031.37643,85.27327887,0,38,7683,202.1842105,421,0.20212766,0.151508578,2,366,183,225,0.010638298,0.007217511,29,8842,304.8965517,1100,0.154255319,0.174364031,10,2350,235,492,0.053191489,0.046341944,23,6072,264,687,0.122340426,0.119739696,5,707,141.4,184,0.026595745,0.013942023,0,0,0,0,0,0,81,24690,304.8148148,1250,0.430851064,0.486886216,2,0
12,CH8,125,83,0.664,21870,263.4939759,0,16316.26563,196.5815136,0,7426.673795,89.47799753,0,6758.842466,81.43183694,0,4,712,178,262,0.048192771,0.032556013,0,0,0,0,0,0,12,3342,278.5,517,0.144578313,0.152812071,17,3620,212.9411765,348,0.204819277,0.165523548,3,583,194.3333333,259,0.036144578,0.026657522,1,840,840,840,0.012048193,0.038408779,3,402,134,153,0.036144578,0.018381344,43,12371,287.6976744,1447,0.518072289,0.565660722,2,0
12,DH5,344,241,0.700581395,80697,334.8423237,0,40267.42246,167.0847405,0,20044.7241,83.17312903,0,20620.88417,85.56383471,0,33,7450,225.7575758,790,0.136929461,0.092320656,0,0,0,0,0,0,30,7650,255,814,0.124481328,0.094799063,17,4090,240.5882353,474,0.070539419,0.050683421,3,2733,911,1315,0.012448133,0.03386743,4,584,146,173,0.01659751,0.007236948,0,0,0,0,0,0,154,58190,377.8571429,2833,0.639004149,0.721092482,2,0
12,DL8,44,24,0.545454545,6890,287.0833333,0,5615.502491,233.9792705,0,2166.37924,90.26580165,0,1926.586617,80.27444237,0,3,1413,471,930,0.125,0.205079826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1709,244.1428571,425,0.291666667,0.248040639,0,0,0,0,0,0,0,0,0,0,0,0,14,3768,269.1428571,690,0.583333333,0.546879536,2,0
12,DL10,76,60,0.789473684,14783,246.3833333,0,8251.837056,137.5306176,0,5170.493716,86.17489527,0,4788.034437,79.80057395,0,9,1898,210.8888889,436,0.15,0.128390719,0,0,0,0,0,0,0,0,0,0,0,0,4,966,241.5,337,0.066666667,0.065345329,2,327,163.5,201,0.033333333,0.022120003,1,274,274,274,0.016666667,0.018534803,0,0,0,0,0,0,44,11318,257.2272727,931,0.733333333,0.765609146,2,0
12,DH9,97,64,0.659793814,16303,254.734375,0,14889.12922,232.642644,0,5402.678063,84.41684473,0,6491.333101,101.4270797,0,3,719,239.6666667,257,0.046875,0.044102312,0,0,0,0,0,0,5,1847,369.4,584,0.078125,0.113292032,5,1173,234.6,499,0.078125,0.071949948,5,1357,271.4,549,0.078125,0.083236214,1,100,100,100,0.015625,0.00613384,7,1407,201,338,0.109375,0.086303134,38,9700,255.2631579,774,0.59375,0.594982519,2,0
12,CH1,73,57,0.780821918,12270,215.2631579,0,12642.11897,221.7915608,0,4302.499555,75.48244833,0,5907.152731,103.6342584,0,9,1539,171,242,0.157894737,0.125427873,0,0,0,0,0,0,2,1148,574,707,0.035087719,0.093561532,2,862,431,617,0.035087719,0.070252649,4,1247,311.75,666,0.070175439,0.101629992,4,678,169.5,262,0.070175439,0.055256724,1,158,158,158,0.01754386,0.012876936,35,6638,189.6571429,422,0.614035088,0.540994295,2,0
12,CL7,151,119,0.78807947,29820,250.5882353,0,23248.5965,195.3663572,0,10516.16124,88.37110289,0,11763.66506,98.85432822,0,18,3318,184.3333333,250,0.151260504,0.111267606,1,424,424,424,0.008403361,0.014218645,2,441,220.5,266,0.016806723,0.014788732,8,2109,263.625,491,0.067226891,0.070724346,12,2922,243.5,454,0.100840336,0.097987928,0,0,0,0,0,0,0,0,0,0,0,0,78,20606,264.1794872,1480,0.655462185,0.691012743,2,0
12,DL7,85,42,0.494117647,10249,244.0238095,0,10892.56462,259.3467767,0,4304.595472,102.4903684,0,3392.06692,80.76349809,0,8,2505,313.125,841,0.19047619,0.244414089,0,0,0,0,0,0,3,1030,343.3333333,499,0.071428571,0.10049761,0,0,0,0,0,0,3,811,270.3333333,384,0.071428571,0.079129671,0,0,0,0,0,0,0,0,0,0,0,0,28,5903,210.8214286,664,0.666666667,0.57595863,2,0
12,DH10,95,34,0.357894737,9957,292.8529412,0,9606.108535,282.532604,0,3496.073336,102.8256863,0,3148.551267,92.60444902,0,6,1378,229.6666667,400,0.176470588,0.138395099,1,165,165,165,0.029411765,0.016571256,4,899,224.75,319,0.117647059,0.090288239,0,0,0,0,0,0,2,302,151,184,0.058823529,0.030330421,0,0,0,0,0,0,8,5201,650.125,1312,0.235294118,0.522346088,13,2012,154.7692308,243,0.382352941,0.202068896,2,0
12,DH2,87,68,0.781609195,13159,193.5147059,0,12174.32003,179.0341181,0,6249.497214,91.90437079,0,5696.051309,83.76546043,0,13,2200,169.2307692,272,0.191176471,0.167185956,1,166,166,166,0.014705882,0.01261494,13,2359,181.4615385,273,0.191176471,0.179268941,14,3478,248.4285714,508,0.205882353,0.264305798,0,0,0,0,0,0,6,892,148.6666667,217,0.088235294,0.067786306,0,0,0,0,0,0,21,4064,193.5238095,408,0.308823529,0.308838058,2,0
12,CL9,130,102,0.784615385,26950,264.2156863,0,18727.55752,183.6035051,0,9146.585553,89.67240738,0,7885.087998,77.3047843,0,2,378,189,200,0.019607843,0.014025974,0,0,0,0,0,0,2,501,250.5,384,0.019607843,0.018589981,9,1407,156.3333333,202,0.088235294,0.052207792,2,286,143,186,0.019607843,0.010612245,2,264,132,147,0.019607843,0.009795918,0,0,0,0,0,0,85,24114,283.6941176,873,0.833333333,0.894768089,2,0
12,DL6,85,56,0.658823529,11765,210.0892857,0,10468.48288,186.9371943,0,4569.716734,81.60208454,0,4732.890103,84.5158947,0,20,3682,184.1,306,0.357142857,0.312962176,0,0,0,0,0,0,5,758,151.6,180,0.089285714,0.064428389,0,0,0,0,0,0,6,1343,223.8333333,470,0.107142857,0.114152146,0,0,0,0,0,0,0,0,0,0,0,0,25,5982,239.28,1041,0.446428571,0.508457289,2,0
